ID,Trial,Run,n(),mean_speed,sd_speed,mean_lanepos,sd_lanepos
AL,F,1,298,98.52469789855488,0.2185152409104103,0.21256707588654786,0.4818592771786451
AL,1,1,298,97.3161356305608,0.1493974286092896,0.317339228266241,0.46296988725067223
AL,1,2,298,98.04145552738747,0.17104408239201715,0.06391048679748478,0.46701950457529573
AL,2,1,298,96.59964672443664,0.13557253183560417,0.01487892002899256,0.4309923229248523
AL,2,2,298,96.29698977486872,0.39342136531360417,0.436168524930892,0.5373036976984032
DC,F,1,298,96.6153455246551,0.10407188359144494,0.6246223028695915,0.46648543540162746
DC,1,1,298,96.67877983917225,0.11327208560879802,0.7693339795940498,0.4539384419908298
DC,1,2,298,97.409203925471,0.07817897881662422,0.8576794704200608,0.4374621065570782
DC,2,1,298,95.6739567404422,0.08241628491147221,0.6011782826478274,0.4085191307486051
DC,2,2,298,96.81052268378971,0.0917351606492007,0.26706112512808294,0.4207892488938158
ER,F,1,298,97.69824235608768,0.16718182459750866,0.40724678277978343,0.4790793699583013
ER,1,1,298,97.91481343103412,0.15528644082204426,0.3761188886340755,0.530413943439549
ER,1,2,298,97.85414376223557,0.22074577129389278,0.3310361188854507,0.5798199449686783
ER,2,1,298,98.32196559256896,0.2578420521982636,0.3486014214174352,0.5562213585451677
ER,2,2,298,97.4075229518694,0.25633395765536426,0.03129701565812061,0.5758464763255436
HB,F,1,298,98.91788025581316,0.1347639238019881,0.9958325834595299,0.5965126344928602
HB,1,1,298,98.8433779265871,0.1328981294093635,0.823212373314171,0.5431855836736802
HB,1,2,298,97.95793138776018,0.14660590611774343,0.9828815639042178,0.551252363428586
HB,2,1,298,97.3842971593761,0.13467589167633556,1.0325308939027618,0.5994084181263255
HB,2,2,298,97.85073266877481,0.0684452017545013,0.7487096719164027,0.6035376348911042
HC,F,1,298,99.52249911928571,0.23454083847797655,1.3591418403223885,0.3955451350444027
HC,1,1,298,98.44563654791361,0.087755306274513,1.3001969044522002,0.38207825800913336
HC,1,2,298,99.69355195925779,0.08865421375975716,1.4472054041087903,0.37954537185531045
HC,2,1,298,98.87281858756893,0.20639202292531061,1.3031417872051754,0.40581549907481523
HC,2,2,298,99.16183015729266,0.22097226785413063,1.4530608114642223,0.3928021714105611
HJ,F,1,298,96.9941382926404,0.16628044308013906,0.47036035167046913,0.5290472228615722
HJ,1,1,298,98.06248464832592,0.11798112485352627,-0.2079351738673664,0.5372206178489319
HJ,1,2,298,98.40077477033778,0.0886985858020994,0.009824967821469265,0.4906290074994661
HJ,2,1,298,98.69588172865306,0.12852518461510437,0.12709603992806684,0.4832011537327786
HJ,2,2,298,99.59959017611966,0.16126752187937063,0.4012155016408278,0.5409544734321959
JO,F,1,298,98.53295202911876,0.1113999361937975,0.38301718294663245,0.65050246771082
JO,1,1,298,98.89004584386986,0.09741382937599231,0.5175553198731561,0.6268925502047853
JO,1,2,298,98.46236558047671,0.10665766192999053,0.2763654158653652,0.6060591402233435
JO,2,1,298,98.93639732955964,0.09272645271387965,0.5811882490199043,0.5226635214459784
JO,2,2,298,98.25047976074545,0.076423772666404,0.8491895422539,0.4821392340083353
JT,F,1,298,97.83744483264415,0.3272268949406029,0.2673155744209334,0.4739831357427728
JT,1,1,298,94.68310470764814,0.12413314301959562,0.36671666716130735,0.43823907529651973
JT,1,2,298,92.70289888013396,0.14480471801397002,0.6075250784587618,0.4891819919051473
JT,2,1,298,97.34534250864813,0.3194327406890295,0.33891700235053823,0.4149071135672306
JT,2,2,298,98.23529492688151,0.28104723450081465,0.9017528289912531,0.4843825576972365
LJ,F,1,298,99.61242441606188,0.2544850050665454,0.8152562500520422,0.4435039202623694
LJ,1,1,298,98.80827639914564,0.17123219543619314,0.5719683766019557,0.45796677450726936
LJ,1,2,298,98.36369130057035,0.30498813933518887,0.3379913205257153,0.46302251440224984
LJ,2,1,298,99.2885707871977,0.20107206616299353,0.7423088327408399,0.3701337810559792
LJ,2,2,298,99.4086885000785,0.17797500712970094,0.36025546987357665,0.34046437752596204
MaR,F,1,298,98.43292621784437,0.42597516193034946,0.10448690341982818,0.4401643963955955
MaR,1,1,298,98.29274066281081,0.3276943014294909,0.285901869483888,0.5649284743296494
MaR,1,2,298,98.71522623666856,0.26540632315180535,0.43308165555618067,0.538784506338927
MaR,2,1,298,99.00047611342885,0.13620421330856844,-0.08492665955504765,0.4879552595252273
MaR,2,2,298,98.55203345350955,0.2422880432321897,0.19388013294240714,0.566722112198507
MR,F,1,298,100.13530461220418,0.13061379596149802,0.915282773331801,0.4661526022617807
MR,1,1,298,100.20375943773945,0.21759465813244377,0.39123956703779267,0.5247512679744243
MR,1,2,298,99.36939001741808,0.20301007509251046,0.38424285724971013,0.5663774605562001
MR,2,1,298,100.72355405990017,0.09457087416112518,0.49243594397411283,0.5410225400079941
MR,2,2,298,100.721888772291,0.2308684775496487,0.4484234051053683,0.5689154117302151
NS,F,1,298,100.38870305928783,0.17633721637583358,0.7135426975868571,0.3821512462387557
NS,1,1,298,100.30806923913345,0.15323766385004398,0.5589610377771064,0.38737446509215606
NS,1,2,298,100.673636249754,0.10877804402800899,0.49245995650833396,0.37803219659927173
NS,2,1,298,100.46166466807104,0.13923433446979686,0.2975295327724746,0.3903375036863161
